date,mode,kind,rank,ticker,price_at_pick,base_target,base_by,bull_target,bull_by,exit_price,thesis,source,bear_target,bear_by,p_bear,p_base,p_bull,ev_price,next_earnings,size_pct,exit_date,exit_reason,event_pred_dir,event_pred_move,event_implied_move
2026-09-17,dip,rank10,10,LVS,40.67,,,,,,"-40% dip, Marina Bay Sands cash machine, buybacks retired ~16% of shares; TRAP FLAG - Macau promotional margin reset may be structural vs $15B net debt",output/dip/old/final_ranking_2026-09-17.md,,,,,,,,,,,,,
2026-09-17,earnings,rank10,1,REGN,789.45,,,,,,Sanofi balance repaid -> 'meaningful step-up' in Q3 collaboration profits (verified); accelerating beat streak; Plan B on date split + Q1 beat-sold precedent,output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-28,,,,up,6.1,
2026-09-17,earnings,rank10,2,MS,203.52,,,,,,Best reaction record in field; GS prints day earlier as read-through; Plan B after verifier showed record Q2 beat sold -4.5% day-after,output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-14,,,,up,4.1,
2026-09-17,earnings,rank10,3,FSLR,201.16,,,,,,"Only name with perfect beat->up record AND bar cut into print ($5.29->$4.56); -37% drawdown, 8.7x fwd; Plan B queued (date est)",output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-29,,,,up,7.5,
2026-09-17,earnings,rank10,4,BLK,1053.96,,,,,,"Accelerating beat streak, -10.2% in a month derating; Plan B - 10/13 vs 10/14 date conflict unresolved",output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-14,,,,up,4.5,
2026-09-17,earnings,rank10,5,CTAS,197.96,,,,,,Unkillable route-density compounder; Plan B - consensus at top of $5.36-5.50 guide at 40x; March beat sold -4.52%; buy the dislocation,output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-09-23,,,,down,-4.4,
2026-09-17,earnings,rank10,6,BNY,153.02,,,,,,"Four straight double-beats; Plan B - crowded +31.8% YTD, fading beat rewards",output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-15,,,,up,3.0,
2026-09-17,earnings,rank10,7,BIIB,219.05,,,,,,"Cheap 13.2x with beatable bar; Plan B - messy headline print, trade underlying EPS/revenue/Leqembi",output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-28,,,,up,4.1,
2026-09-17,earnings,rank10,8,PAYX,116.51,,,,,,4 straight beats but thin (+1.3%) and mechanical; Plan B - consensus $5.96 above guide; beats get faded,output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-09-23,,,,down,-3.7,
2026-09-17,earnings,rank10,9,GS,951.47,,,,,,Derated 17.6% off high into 10/13 BMO; Plan B - 3 of 4 recent beats faded,output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-13,,,,flat,0,
2026-09-17,earnings,rank10,10,CAT,798.57,,,,,,"Two straight big beats, raised sales guide; Plan B - bar reset high after +24% revenue quarter",output/earnings/old/final_ranking_2026-09-17_superseded.md,,,,,,,2026-10-29,,,,up,5.0,
2026-09-17,earnings,single,1,FSLR,201.16,273,analyst consensus (35.7% upside),310,prior-high zone,,"Field's one 'bar too low' mis-model: perfect beat->up record, consensus cut $5.29->$4.56 into print, -37% drawdown at 8.7x fwd, FY guide reaffirmed; queued Plan B entry on beat-and-raise + positive first session",output/earnings/old/final_pick_2026-09-17_superseded.md,150,fallback: guide/policy shock (not an event stop),0.25,0.5,0.25,251.5,2026-10-29,,,,up,7.5,
2026-09-21,dip,single,1,ISRG,393.33,470,2027-Q2,560,2027-Q4,,"Unanimous-quality net-cash robotic-surgery monopoly (11,710+ systems, ~75% recurring); -34% pure multiple compression on Q2 beat + raised margin guide; trap veto did not fire; EV +16.3% over 12-18mo",output/dip/final_pick.md,295,2027-H2,0.2,0.55,0.25,457.5,2026-10-20,,,,,,
2026-09-21,dip,rank10,1,ISRG,393.33,470,2027-Q2,560,2027-Q4,,"Borda #1 (34 pts, 4/4 ballots, 2 #1s); net-cash robotic-surgery monopoly, Q2 beat + raised margin guide punished on held guide; EV +16.3%; verifier 4/4 confirmed (2 caveats)",output/dip/final_ranking.md,295,2027-H2,0.2,0.55,0.25,457.5,2026-10-20,,,,,,
2026-09-21,dip,rank10,2,IDXX,511.65,620,2027-Q2,740,2027-Q4,,"Borda #2 (27, 4/4); #1 vet diagnostics, two verified guidance raises while price derated -33%; EV +18.4%; verifier 4/4 confirmed",output/dip/final_ranking.md,400,2027-H2,0.2,0.55,0.25,606,2026-11-02,,,,,,
2026-09-21,dip,rank10,3,SPGI,405.32,500,2027-Q2,600,2027-Q4,,"Borda #3 (26, 4/4); ratings-duopoly tollbooth at 20x vs 30x+ history, $7B buyback floor; EV +18.4%; verifier 4/4 confirmed",output/dip/final_ranking.md,320,2027-H2,0.25,0.5,0.25,480,2026-10-29,,,,,,
2026-09-21,dip,rank10,4,SYK,275.12,,,,,,#1 orthopedics at multi-year-low 16.4x on cyberattack + one-plant issue; guide intact all year; rebound hinges on clean Oct-29 Q3,output/dip/final_ranking.md,,,,,,,2026-10-29,,,,,,
2026-09-21,dip,rank10,5,TPR,115.0,,,,,,"Lens A top pick (Borda #5, 18 pts); two guide-driven selloffs on record-margin Coach (+23% CC); 12.9x, fastest re-rating candidate into holiday quarter",output/dip/final_ranking.md,,,,,,,2026-11-05,,,,,,
2026-09-21,dip,rank10,6,XYL,107.56,,,,,,"Water-tech installed base, orders +41% organic, raised guide, 0.90x leverage; biggest analyst upside +43.1%",output/dip/final_ranking.md,,,,,,,2026-11-03,,,,,,
2026-09-21,dip,rank10,7,BR,163.13,,,,,,"Lens D top pick (Borda #7, 16 pts); regulated proxy plumbing at 14x vs 20x history; FLAG - tokenization decade-risk",output/dip/final_ranking.md,,,,,,,2026-11-03,,,,,,
2026-09-21,dip,rank10,8,VRT,249.39,,,,,,"Most polarized (A #3 on $15B backlog, C left out on moat grounds); net-cash; FLAG - AI-capex bubble + stopped quarterly backlog disclosure",output/dip/final_ranking.md,,,,,,,2026-10-21,,,,,,
2026-09-21,dip,rank10,9,LVS,39.98,,,,,,"Deepest drawdown -41.5%, Marina Bay Sands cash machine at 11.4x; TRAP FLAG - Macau promo margins may be structural; 2.57x leverage",output/dip/final_ranking.md,,,,,,,2026-10-21,,,,,,
2026-09-21,dip,rank10,10,BKNG,167.9,,,,,,#1 OTA at 13.6x on AI-disintermediation narrative + one-offs; FLAG - agentic AI is the one plausible structural threat in the batch,output/dip/final_ranking.md,,,,,,,2026-10-27,,,,,,
2026-09-21,momentum,single,1,MU,1015.80,1422,2027-Q3,1828,2027-Q4,,2026-27 HBM fully contracted; 16 customer agreements ~$100B minimum contracted revenue at floor prices thru 2030 (~$18B deposits + ~$4B LC); Q4 guide $50B rev/86% GM/$31 EPS; 6.5x fwd prices peak-cycle DRAM not the contracts; EV +25.5% clears guardrail; trap veto PASS.,output/momentum/old/final_pick_2026-09-21.md,660,2027-H1,0.3,0.5,0.2,1274.60,2026-09-30,,,,,,
2026-09-21,momentum,rank10,1,MU,1015.80,1422,2027-Q3,1828,2027-Q4,,"Borda #1 (36/40, 3/4 single picks): HBM shortage with ~$100B floor-priced contracts thru 2030; EV +25.5%; trap veto PASS by verifier.",output/momentum/old/final_ranking_2026-09-21.md,660,2027-H1,0.3,0.5,0.2,1274.60,2026-09-30,,,,,,
2026-09-21,momentum,rank10,2,NVDA,222.27,280,2027-Q3,360,2027-Q4,,"Borda #2 (32/40): Q2 FY27 $96.22B +106% YoY, FY28 +70% guide supply-constrained; FLAG — hyperscaler ASIC in-sourcing actively in progress (doctrine trap).",output/momentum/old/final_ranking_2026-09-21.md,160,2027-H1,0.3,0.5,0.2,260.00,,,,,,,
2026-09-21,momentum,rank10,3,AMAT,444.57,560,2027-Q3,720,2027-Q4,,"Borda #3 (27/40): WFE #1, record $9.12B FQ3 +51% FQ4 guide, rolling 8-quarter forecast visibility; FLAG — stock falls on double beats, FCF collapsed.",output/momentum/old/final_ranking_2026-09-21.md,320,2027-H1,0.3,0.5,0.2,520.00,,,,,,,
2026-09-21,momentum,rank10,4,KLAC,176.99,,,,,,"Best moat in field: 56-58% process-control share, $12.57B backlog +60% YoY; Lens C single pick; FLAG — ~48x trailing already pays for the 2027 ramp.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,5,SNDK,1791.82,,,,,,"Purest shortage vehicle: $93.9B floor-priced NBM book at >80% margins; FLAG — +1,650% in 12m, -35% from high, peak-cycle entry timing.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,6,FCX,71.54,,,,,,"Only real structural commodity deficit (600kt copper gap, 10+yr mine timelines); FLAG — fungible commodity, Grasberg restart execution risk.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,7,ANET,199.39,,,,,,"Commitments tripled to $9.7B, 3rd FY raise to $12.6B; FLAG — Nvidia holds #1 datacenter-Ethernet slot, disintermediation in motion.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,8,VRTX,508.34,,,,,,"Virtual CF monopoly (patents to ~2040), 10/10 moat; FLAG — no shortage thesis; pipeline-readout bet, momentum cooling.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,9,EMR,149.92,,,,,,"Automation levered to power/AI capex, $8.2B backlog; FLAG — 1.0 book-to-bill, compounder not momentum.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,momentum,rank10,10,APH,77.55,,,,,,"Record $10.7B orders, 1.23x book-to-bill, AI datacom 4x in 2yrs; FLAG — #2 in commoditizable connector market, 43% AI-exposed.",output/momentum/old/final_ranking_2026-09-21.md,,,,,,,,,,,,,
2026-09-21,earnings,rank10,1,GS,942.00,,,,,,"Borda winner (28); 6/8 beats paid (verifier-corrected), +20.5% surprises; IR-confirmed 10/13 BMO; Plan B queued — 2 disqualifier boxes ticked",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-13,,,,up,3.5,7.48
2026-09-21,earnings,rank10,2,BLK,1069.78,,,,,,"4/4 beats all paid, compounding inflows; Plan B — date unconfirmed (10/13 vs 10/14)",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-13,,,,up,4.5,6.56
2026-09-21,earnings,rank10,3,HWM,229.67,,,,,,"Most derisked (-19% into print), serial raiser; Plan B — date unconfirmed, consensus at top of guide",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-29,,,,up,5.9,
2026-09-21,earnings,rank10,4,INCY,125.31,,,,,,"Largest accelerating surprises (+27.8%); Plan B — date unconfirmed, twice burned on guide-vs-Street gaps",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-27,,,,up,6.9,
2026-09-21,earnings,rank10,5,REGN,784.85,,,,,,"No revenue/EPS guide to miss, 12.9x; Plan B — date conflicted 10/27 vs 10/28",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-28,,,,up,6.1,
2026-09-21,earnings,rank10,6,BNY,153.79,,,,,,"Best fallback moat (custody oligopoly); Plan B — date unconfirmed, bar raised in July",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-15,,,,up,3.0,
2026-09-21,earnings,rank10,7,BAC,57.73,,,,,,"10.9x, NII compounding; Plan B — NII guide raised twice, little room for a third",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-14,,,,up,2.5,
2026-09-21,earnings,rank10,8,APH,77.55,,,,,,"Serial raiser, rev accel +0.20; Plan B — consensus at top of guide (Q4-25 -13.3% template)",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-28,,,,up,6.0,
2026-09-21,earnings,rank10,9,PEP,129.75,,,,,,"Best clean reaction record (0.833), derisked -8%; Plan B — guide-risk 8/10, tracking to low end",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-10-08,,,,up,4.2,
2026-09-21,earnings,rank10,10,CTAS,197.64,,,,,,"Best execution profile; Plan B — consensus at top of FY27 guide at 32x, in-line prints get sold",output/earnings/old/final_ranking_2026-09-21_morning-superseded.md,,,,,,,2026-09-23,,,,up,4.4,4.76
2026-09-21,earnings,single,1,GS,942.00,950,trailing run-rate; 12.7x holds,1190,One Goldman 2.0: 15-17% ROTCE + $1.3B savings,,Borda winner; IR-confirmed 10/13 BMO; 6/8 beats paid; Plan B queued — beat vs $15.62 + positive first session triggers entry,output/earnings/old/final_pick_2026-09-21_morning-superseded.md,550,fallback: structural FICC/backlog break (not an event stop),0.25,0.5,0.25,910,2026-10-13,0.5,,,up,3.5,7.48
2026-09-22,momentum,single,1,MU,1015.80,1320,2027-Q3,1727,2028-Q1,,"Sold out of HBM through CY2027 (~$100B contracted floor, $22B prepaid); market still prices a cyclical while revenue is pre-sold backlog — EV +20.5%; trap veto low (hyperscalers cannot build HBM)",output/momentum/final_pick_2026-09-22.md,660,2027-Q2,0.3,0.45,0.25,1223.75,2026-09-30,,,,,,
2026-09-22,momentum,rank10,1,MU,1015.80,1320,2027-Q3,1727,2028-Q1,,"Borda #1 (37 pts, 3/4 lenses @ conviction 8); trap veto low; EV +20.5%; earnings 9/30 = binary near-term",output/momentum/final_ranking_2026-09-22.md,660,2027-Q2,0.3,0.45,0.25,1223.75,2026-09-30,,,,,,
2026-09-22,momentum,rank10,2,GOOGL,349.54,440,2027-Q3,560,2028-Q1,,"Borda #2 (28 pts, won trap tiebreak vs NVDA); $514B Cloud backlog, renting 3rd-party capacity; EV +20.7%; D's single pick @7",output/momentum/final_ranking_2026-09-22.md,280,2027-Q2,0.3,0.45,0.25,422,2026-10-28,,,,,,
2026-09-22,momentum,rank10,3,NVDA,222.27,300,2027-Q3,400,2028-Q1,,"Borda #3 (28 pts); ~$1T Blackwell+Rubin backlog, meeting 70% of order demand; EV +26.0%; VISIBLE TRAP FLAG — hyperscaler custom-ASIC in-sourcing in progress, share 92%->80-85%",output/momentum/final_ranking_2026-09-22.md,150,2027-Q2,0.3,0.45,0.25,280,2026-11-17,,,,,,
2026-09-22,momentum,rank10,4,MSFT,493.78,,,,,,"Textbook shortage by own admission; RPO $678B +84% YoY; cap = $3T+ mega-cap, ~$190B capex compressing margins",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-10-28,,,,,,
2026-09-22,momentum,rank10,5,KLAC,176.99,,,,,,"Toll booth on AI chip complexity; 55-56% process control, $12.57B backlog +60%; cap = 'skinny' beat already priced",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-10-28,,,,,,
2026-09-22,momentum,rank10,6,APH,77.55,,,,,,"Architecture-agnostic AI interconnects; datacom +89% YoY, $10.5-11B AI run-rate; priced at 55-57x forward",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-10-28,,,,,,
2026-09-22,momentum,rank10,7,AMAT,444.57,,,,,,"#1 WFE, capacity-constrained with record orders; doubled YTD — demands perfection",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-11-12,,,,,,
2026-09-22,momentum,rank10,8,SNDK,1766.64,,,,,,"$93.9B contracted floor on a real NAND shortage; #5 commodity player, cycle-top markers visible",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-11-06,,,,,,
2026-09-22,momentum,rank10,9,FCX,71.54,,,,,,Purest liquid copper-shortage play (150-600kt deficits); Grasberg execution + priced-at-consensus caveats,output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-10-22,,,,,,
2026-09-22,momentum,rank10,10,ANET,199.39,,,,,,"VISIBLE TRAP FLAG — MSFT+META ~40% of revenue, NVIDIA Spectrum-X bundling, merchant silicon",output/momentum/final_ranking_2026-09-22.md,,,,,,,2026-11-03,,,,,,
2026-09-23,dip,rank10,1,IDXX,511.65,640,2027-Q4,755,2027-Q4,,Re-accelerating 9-11% organic growth with two 2026 raises; stock still prices the Feb growth scare on an intact in-clinic installed base.,output/dip/final_ranking_2026-09-23.md,410,2027-Q2,0.2,0.55,0.25,623,2026-11-02,,,,,,
2026-09-23,dip,rank10,2,ISRG,393.33,500,2027-Q4,600,2027-Q4,,"Net-cash surgical-robotics monopoly; dip causes (tariff ~1%, Class II recall, bariatric mix) are the weakest impairment case in the field.",output/dip/final_ranking_2026-09-23.md,315,2027-Q2,0.2,0.55,0.25,488,2026-10-20,,,,,,
2026-09-23,dip,rank10,3,VRT,249.39,337,2027-Q4,410,2027-Q4,,Revenue-timing miss on a 24%-grower with 410bps margin expansion; late-Oct Q3 is the fastest dated catalyst.,output/dip/final_ranking_2026-09-23.md,175,2027-Q2,0.3,0.5,0.2,303,2026-10-21,,,,,,
2026-09-23,dip,rank10,4,BR,163.13,,,,,,Tokenization/AI fear priced but not arrived; re-rating already underway (+16.7% 3m) on the 8/4 beat.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-11-03,,,,,,
2026-09-23,dip,rank10,5,SPGI,405.32,,,,,,Wide-moat ratings oligopoly genuinely cheap vs history at 20x forward on an issuance-cycle + AI-sentiment derating.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-10-29,,,,,,
2026-09-23,dip,rank10,6,BKNG,167.9,,,,,,War-shock dislocation on a cash machine buying back ~6% annually; 13.6x forward.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-10-27,,,,,,
2026-09-23,dip,rank10,7,TPR,115.0,,,,,,"16.5%-in-a-day guidance reset on a +38% EPS year; Coach intact, Kate Spade the drag.",output/dip/final_ranking_2026-09-23.md,,,,,,,2026-11-05,,,,,,
2026-09-23,dip,rank10,8,SYK,275.12,,,,,,Transitory backorder + cyberattack on a Mako-installed-base moat; 9/16 securities investigation is the credibility overhang. TRAP FLAG.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-10-29,,,,,,
2026-09-23,dip,rank10,9,EFX,158.87,,,,,,Rate-cycle lever with 16M-mortgage refi inventory; FHFA/VantageScore are the real structural risks.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-10-20,,,,,,
2026-09-23,dip,rank10,10,PEP,129.75,,,,,,Five-year-low multiple with dated Elliott catalyst path; GLP-1 demand question unquantified.,output/dip/final_ranking_2026-09-23.md,,,,,,,2026-10-08,,,,,,
2026-09-23,momentum,rank10,1,MU,1015.8,1321,2027-Q4,1676,2027-Q4,,Sold-out HBM book into 2027 meeting ~50-66% of customer demand; DDR5 spot +162% QoQ as HBM cannibalizes wafers.,output/momentum/final_ranking_2026-09-23.md,609,2027-Q2,0.3,0.45,0.25,1196,2026-09-30,,,,,,
2026-09-23,momentum,rank10,2,GOOGL,349.54,444,2027-Q4,524,2027-Q4,,"Cloud +82% with $514B backlog; 'demand is not the problem, capacity is' — capex raised to $195-205B.",output/momentum/final_ranking_2026-09-23.md,280,2027-Q2,0.25,0.5,0.25,423,2026-10-28,,,,,,
2026-09-23,momentum,rank10,3,MSFT,493.78,607,2027-Q4,716,2027-Q4,,$678B commercial RPO (+84%) is contracted revenue; Azure +43% and accelerating past $100B ARR.,output/momentum/final_ranking_2026-09-23.md,405,2027-Q2,0.2,0.55,0.25,594,2026-10-28,,,,,,
2026-09-23,momentum,rank10,4,APH,77.55,,,,,,Record $10.7B orders (1.23 book-to-bill); cleanest AI-content-per-rack compounder.,output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-10-28,,,,,,
2026-09-23,momentum,rank10,5,NVDA,222.27,,,,,,"Structural GPU shortage to 2029 (B200 lead times 36-52 weeks, $119B supply commitments) behind the CUDA moat; most consensus long.",output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-11-17,,,,,,
2026-09-23,momentum,rank10,6,AME,237.64,,,,,,Record $2.3B orders / $4.11B backlog on a multiyear infrastructure buildout the market prices as a sleepy industrial.,output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-10-29,,,,,,
2026-09-23,momentum,rank10,7,MS,202.58,,,,,,"Record Q2 ($21.35B rev, $148B net new assets); durable capital-markets cycle plus the asset flywheel.",output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-10-14,,,,,,
2026-09-23,momentum,rank10,8,FCX,71.54,,,,,,"Purest copper torque on the electrification deficit; stock trades on Grasberg execution (~65% capacity), not copper.",output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-10-22,,,,,,
2026-09-23,momentum,rank10,9,SNDK,1791.82,,,,,,Purest NAND shortage play; S&P #1 YTD at +600% with contract-price momentum decelerating. TRAP FLAG: peak-risk.,output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-11-06,,,,,,
2026-09-23,momentum,rank10,10,ANET,199.39,,,,,,Genuine AI-fabric growth ($9.7B purchase commitments); capped by ~48% hyperscaler concentration. TRAP FLAG: in-sourcing/Spectrum-X.,output/momentum/final_ranking_2026-09-23.md,,,,,,,2026-11-03,,,,,,
2026-09-23,earnings,pass,1,NONE,,,,,,,Zero actionable names: only PAYX and CTAS report within ~10 days and both print today (dte 0) with no tradeable entry window; 9/22 PAYX Plan B already covers the live print. Next wave starts 2026-10-08 (PEP).,output/earnings/parts/2026-09-23/triage.md,,,,,,,,,,,,,
